,time,step,surface,latitude,longitude,valid_time,t,gribfile_projection,y,x,point_latitude,point_longitude,heightAboveGround,t2m,inversion
34,2016-01-12,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-12,268.61282,,308693.9305586379,1481426.7764670649,40,-80,2.0,269.68127,True
35,2016-01-12,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-12,268.61282,,308693.9305586379,1481426.7764670649,40,-80,2.0,269.68127,True
36,2016-01-13,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-13,265.44534,,308693.9305586379,1481426.7764670649,40,-80,2.0,266.37048,False
37,2016-01-13,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-13,265.44534,,308693.9305586379,1481426.7764670649,40,-80,2.0,266.37048,False
38,2016-01-13,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-13,265.44534,,308693.9305586379,1481426.7764670649,40,-80,2.0,266.37048,False
39,2016-01-14,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-14,260.99573,,308693.9305586379,1481426.7764670649,40,-80,2.0,262.67865,True
40,2016-01-14,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-14,260.99573,,308693.9305586379,1481426.7764670649,40,-80,2.0,262.67865,True
41,2016-01-14,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-14,260.99573,,308693.9305586379,1481426.7764670649,40,-80,2.0,262.67865,True
42,2016-01-15,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-15,274.16837,,308693.9305586379,1481426.7764670649,40,-80,2.0,276.46704,True
43,2016-01-15,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-15,274.16837,,308693.9305586379,1481426.7764670649,40,-80,2.0,276.46704,True
44,2016-01-15,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-15,274.16837,,308693.9305586379,1481426.7764670649,40,-80,2.0,276.46704,True
45,2016-01-16,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-16,281.2555,,308693.9305586379,1481426.7764670649,40,-80,2.0,284.03992,True
46,2016-01-16,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-16,281.2555,,308693.9305586379,1481426.7764670649,40,-80,2.0,284.03992,True
47,2016-01-16,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-16,281.2555,,308693.9305586379,1481426.7764670649,40,-80,2.0,284.03992,True
48,2016-01-01,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-01,275.76343,,308693.9305586379,1481426.7764670649,40,-80,2.0,275.63565,False
49,2016-01-01,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-01,275.76343,,308693.9305586379,1481426.7764670649,40,-80,2.0,275.63565,False
50,2016-01-01,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-01,275.76343,,308693.9305586379,1481426.7764670649,40,-80,2.0,275.63565,False
51,2016-01-02,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-02,272.41476,,308693.9305586379,1481426.7764670649,40,-80,2.0,273.72888,True
52,2016-01-02,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-02,272.41476,,308693.9305586379,1481426.7764670649,40,-80,2.0,273.72888,True
53,2016-01-02,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-02,272.41476,,308693.9305586379,1481426.7764670649,40,-80,2.0,273.72888,True
54,2016-01-03,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-03,272.22485,,308693.9305586379,1481426.7764670649,40,-80,2.0,272.88837,False
55,2016-01-03,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-03,272.22485,,308693.9305586379,1481426.7764670649,40,-80,2.0,272.88837,False
56,2016-01-03,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-03,272.22485,,308693.9305586379,1481426.7764670649,40,-80,2.0,272.88837,False
57,2016-01-04,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-04,273.61798,,308693.9305586379,1481426.7764670649,40,-80,2.0,274.45514,False
58,2016-01-04,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-04,273.61798,,308693.9305586379,1481426.7764670649,40,-80,2.0,274.45514,False
59,2016-01-04,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-04,273.61798,,308693.9305586379,1481426.7764670649,40,-80,2.0,274.45514,False
60,2016-01-05,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-05,264.9939,,308693.9305586379,1481426.7764670649,40,-80,2.0,266.18237,True
61,2016-01-05,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-05,264.9939,,308693.9305586379,1481426.7764670649,40,-80,2.0,266.18237,True
62,2016-01-05,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-05,264.9939,,308693.9305586379,1481426.7764670649,40,-80,2.0,266.18237,True
63,2016-01-06,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-06,262.61,,308693.9305586379,1481426.7764670649,40,-80,2.0,267.53387,True
64,2016-01-06,0 days,0.0,40.00612956454873,279.99165552285507,2016-01-06,262.61,,308693.9305586379,1481426.7764670649,40,-80,2.0,267.53387,True
